leagueId,tier,number
4dd23f53-4170-4eb6-a44f-10f15cdccd6f,BRONZE,129
4dd6e9ef-3dfb-4800-96d0-5e8567b82a7e,IRON,83
4dd8c10d-ffe6-4877-897b-c3c303cc2cd4,SILVER,181
4dda2ecf-0f04-4c02-bbc8-3931a41d861d,PLATINUM,202
4de4a4f9-09dc-4518-8232-96a8e52dc1bc,IRON,68
4de505c0-ee0f-453a-b131-643afb5e58bd,IRON,28
4de5fc50-df68-43a0-ada7-b3966bee3b62,IRON,53
4de6a87a-3af4-41d0-bb6a-9b73c4fda412,BRONZE,25
4dee84cf-99ca-4891-89e2-b6bad069b5b9,SILVER,195
4df13629-1f10-49e4-8920-c6a3d479445a,PLATINUM,136
4df70dac-82b3-411f-a86e-c337fc54ca37,SILVER,173
4df715dc-66a9-4503-bbfb-4bf29d983bce,PLATINUM,198
4dfb172a-a896-4324-9443-25854714c6d5,BRONZE,72
4e018527-cdef-4128-ba77-039b3bef3a34,SILVER,184
4e03969a-83ea-4d1e-accc-19e6cd122288,SILVER,181
4e07b6e8-f616-49e4-87c8-965778c8dd47,PLATINUM,211
4e08061a-4f4d-4123-a06b-a395230ccdc7,IRON,16
4e09f60a-3f78-4caf-ad69-580f025d38da,GOLD,199
4e0db095-7f4a-4101-93de-e1d32f6c4357,IRON,10
4e12bf85-abd1-4f56-8126-fd45c27d60e0,SILVER,97
4e1910e7-3706-480c-a205-f4dcc5030e89,GOLD,196
4e1e1097-bf88-4855-af74-3e0d0d75efd4,SILVER,191
4e22d35a-b927-44b3-b13b-c8773c8f6936,BRONZE,47
4e311011-4c9e-4c83-b042-1808eccdf5e2,BRONZE,128
4e37c0ed-f0f1-4b17-8508-a395f63789d7,BRONZE,137
4e435df8-6182-4582-85d1-8501fc0521c1,GOLD,199
4e581649-a894-4d80-b7d7-012a48599a6d,GOLD,198
4e5cd69c-654b-4b46-9f76-bd2cbd0ef05e,GOLD,197
4e635a3d-8363-447d-939e-2b0ec85cbd91,BRONZE,143
4e66ff1d-cd19-4060-b0a5-98a3b4bafe71,BRONZE,70
4e6836cf-169c-403e-8778-8c6a45050f79,SILVER,175
4e6c3806-9fa8-482d-aa1f-e11a61cf2af1,SILVER,118
4e6fd11d-9003-4904-b512-6cebed671bf2,GOLD,198
4e7070f1-08b3-49b4-b23e-71dacd1a2271,BRONZE,143
4e70aeed-41d1-4ee6-9c22-1e944a5bdaba,BRONZE,65
4e75c2fb-1d77-4d79-b6b0-0c2096d0a3ca,BRONZE,69
4e76a59d-8f04-4389-a5c2-92da493660e9,IRON,20
4e79f20f-8a00-42ef-b994-fa64c814ccf7,PLATINUM,197
4e7eeac1-5b5c-4c13-be45-710e462bd213,SILVER,184
4e839d90-cca5-488b-92af-a7081ab7f4c9,SILVER,188
4e89ea02-c6e8-4017-99d7-3930cb3406e0,GOLD,194
4e8d86bc-1b1f-43cd-8ab5-44c3bd01f72a,BRONZE,160
4e8e8575-85bc-4ee5-a52b-15fbcc79b874,BRONZE,69
4e90761e-e16d-4d97-a38b-922bff146062,IRON,23
4e9312da-192d-455c-b884-7bd3f02a9a06,SILVER,127
4e962a11-ff6f-4a1f-aa65-694593c22869,PLATINUM,194
4e99c685-b9ea-437b-8fba-085453a8d0e1,SILVER,109
4ea23a5a-c29c-472d-91ac-63bb519fd3a3,GOLD,194
4ead1a91-aa89-440d-ab11-9f6001b40099,IRON,52
4ead2b99-f950-4cc3-9ffc-4ddc1ace39ad,BRONZE,53
4eb1b157-3c3f-46bf-af1a-051bcc125080,BRONZE,68
4eb45826-c436-4749-838b-c215afb07267,BRONZE,144
4eb81559-7c69-4d45-9bdf-4611d9b96fe0,IRON,28
4eb8ed03-dad2-4c3f-86e8-49da9f8d4fde,SILVER,106
4ebdb637-68b9-4ed6-b6b5-7367ec748277,IRON,31
4ec00fcc-8d9f-4279-a336-15b8d43a8ae7,SILVER,193
4ec8df36-e9bb-4907-9f47-3a9c1ce98ecd,IRON,73
4ecd8bbd-16d1-4ed2-a9cc-bbf20faae403,SILVER,97
4ecf731c-ffb2-453b-9788-e991785d8972,IRON,54
4ed44dc8-0df9-4536-a287-fa311851cbbd,SILVER,115
4ed6fb73-055d-4312-b4de-3a797f747eb9,IRON,21
4ee2c116-6818-4e2b-bafb-52273e996ee3,SILVER,96
4ee356de-1e4b-4c62-abcf-93ecd5d8d888,IRON,72
4ee6be74-d473-418f-9c2c-d3be61d3453d,SILVER,193
4ee93b59-5b38-4399-b00b-f27bbacd65a6,SILVER,96
4eeba975-1f2d-4c19-bdaf-d790512b7ed3,IRON,13
4ef3ee5f-3999-460b-b9b3-f06dcca6eb32,BRONZE,136
4ef8e2e8-c668-492b-bacb-cea57670b4d4,GOLD,197
4f038682-a935-4771-8902-3c3562e5244c,IRON,15
4f048227-0d90-48c6-888e-926c3e22d3a9,SILVER,188
4f0c540e-18c3-44e0-858b-d2ac3ac98999,GOLD,197
4f126326-4b84-4b74-b82d-dbec2e0472c4,SILVER,186
4f167dda-3658-467a-8545-7eb9e8c5ff39,SILVER,170
4f1a4835-e80a-446e-9186-126b430a38ce,SILVER,193
4f23d991-c685-422c-aeb8-7c2582cb7a81,SILVER,185
4f25d350-bb46-4049-893f-001dd7369aed,SILVER,107
4f2629c2-6d10-4f16-a619-9b316a8b04a1,GOLD,115
4f2bfb0a-c6ef-466a-8f3f-9777151982f6,GOLD,156
4f2cecd2-f0d9-4a1a-af6e-01d195013d6e,GOLD,169
4f2e7cb9-5067-4afb-acff-f9ce3d1b60b5,BRONZE,74
4f308709-a4c6-4976-8220-46e43d574df0,SILVER,98
4f31a263-91fe-4e97-a9a3-e612c8e21bec,SILVER,104
4f35b68e-f385-4357-ba17-706bb9a3a036,GOLD,192
4f3c52ca-c4e7-4536-84ed-e1714b1506e1,BRONZE,63
4f402ff9-75cf-419f-9886-92479c16d0ba,SILVER,187
4f473d30-d4c7-4830-ab95-dd02d56ed218,IRON,14
4f4a107b-e16a-43bd-8da0-e6d3dac0d165,BRONZE,40
4f4e1b8d-89ab-4aea-bb9f-f8a27dfcb4a9,GOLD,101
4f5061f6-b721-4905-855f-649b6675d06d,GOLD,196
4f572850-cce8-4191-bcd3-3e4682f71f27,IRON,45
4f5b017f-0721-4da3-abb4-d552a27d6b8d,SILVER,107
4f5b0969-6b25-4b5c-b54c-8f177ca5cdf3,GOLD,195
4f5d6398-57fd-43f9-83e6-e35add962928,PLATINUM,102
4f602fdf-c14b-4cc9-b913-29e1eb3a9859,BRONZE,58
4f668707-b632-4caf-977f-7399071a1ad1,GOLD,129
4f6aba60-231a-4d8d-8726-bacb71c65a19,BRONZE,68
4f6dcbd6-73ab-4b8f-a07e-75d48a717e35,IRON,79
4f6f206c-0bbe-4263-8a4d-d3b84cccfd10,PLATINUM,243
4f6f9c19-d826-4cbc-bf59-14ae98173420,BRONZE,70
4f706d5f-92da-4620-98e8-4e5aa58389b8,GOLD,192
4f726994-a46b-4511-ac30-40215a2fa6d8,BRONZE,139
4f72c94f-a6f5-4016-89b3-42146288a3b8,IRON,25
4f732984-068b-481f-8a10-099a15d7a987,SILVER,187
4f736933-1d4f-430f-8a57-546da66a315b,SILVER,187
4f7bd0db-ef58-43bf-aa70-1deae1b2faa0,GOLD,198
4f7fd37b-675f-4022-b898-648d09327f57,SILVER,181
4f821b72-c00b-4685-8000-b12dc47aede6,GOLD,202
4f8300ad-2dc0-4cdf-9c2f-f21da9608436,IRON,31
4f83e483-7dc2-4867-8da5-e87e7c8e9699,SILVER,112
4f86c987-1395-4180-b97c-6c31b8bb078f,SILVER,190
4f8986e4-9789-46fc-9f0f-a21a707ee2b6,SILVER,191
4f8ae35e-4109-4652-9bd0-73314fe9ea99,BRONZE,157
4f8af8d3-c3c6-4ab9-ac1e-f4a8d6940a28,SILVER,95
4f8f1f7f-e7ec-4a70-a335-862014bf4e07,GOLD,200
4fa10181-eb4e-4cfa-8871-e4ebb61f9cc9,SILVER,190
4fa151d6-56b8-46a8-8f0d-07d8558bf84d,SILVER,185
4fa22f87-62b2-43f4-9295-8e5a1c3025f1,IRON,73
4fadda43-8b83-4d71-8a9d-cc14c3400b6d,GOLD,194
4fc08e25-5567-403b-9cf6-7b80b7a46918,BRONZE,129
4fc10808-20e2-4247-9909-9beb96d7e8c0,BRONZE,138
4fc2168c-b5fa-4b68-b1fe-22236dbdeda3,IRON,47
4fc30cb5-9de3-4add-a2c3-994fd12125bd,PLATINUM,199
4fc4363f-07d2-4b5d-9ff3-6b5b96a4da59,BRONZE,74
4fc4723f-150e-4eaa-8acd-e4a6ddf197e2,SILVER,106
4fc7594d-c8e5-441e-ac67-6fca89e8a1ff,GOLD,199
4fc86c82-f13d-4947-adae-ac1d865098e3,BRONZE,91
4fcaad84-80c0-43a3-bb8d-3b81bc18ad5b,GOLD,191
4fddfb76-bb2e-469d-9341-bed2f6d742b3,PLATINUM,197
4fe412f8-2e2d-4a72-aa13-33ce24d2771b,IRON,59
4fe4d7ef-e23e-40b3-a47b-273f4227bdbe,GOLD,109
4feae198-a740-44a4-932d-c8c434aa4488,GOLD,193
4fec3224-cee4-48b5-99e5-ae5f40531b2a,GOLD,199
4fee5883-35d3-4afa-b350-d2a133cff21b,IRON,56
4fee92a0-3928-49e3-9a1a-6d7b70b73358,GOLD,201
4fef6210-900b-4b7b-ae41-6fa8fce6d2d4,SILVER,190
4ff3c043-527f-4866-833b-164bf6f1e7ad,BRONZE,47
4ff9b99a-538a-4660-ae58-c9acc7f9d2c4,SILVER,199
4fffd1fe-e636-4b0f-8652-d866d7941dd8,GOLD,133
5001628d-93a8-4950-8c82-1e7d12dad57c,BRONZE,142
5003be3b-4881-455a-a4b0-1385a956f715,BRONZE,113
5007cf99-25ab-4230-a20b-d3e7fef1441e,SILVER,192
500d179a-1934-4d1d-9c9f-a9286a366d91,IRON,35
500e59a5-41f6-4eb1-a4d2-9104e481a132,SILVER,161
5010d08b-cb00-415c-af34-e6e02edfdd24,DIAMOND,127
50113846-585c-49b0-a7e9-20d9b7fbc928,PLATINUM,201
5014af8e-c0b7-4c25-89c6-68a4c090535c,IRON,49
50196ead-7b42-4d16-a87e-f740b198e85b,IRON,34
501f895e-80f5-40c0-872a-4c70d21c50aa,SILVER,179
50214f24-0e1e-42dd-9442-9b61366b8918,IRON,52
5024a683-6bf8-4e0e-8dea-7b0520ddc35b,IRON,28
5028c857-d89a-418d-98ad-2921fd23f240,SILVER,97
502a88f5-a5c6-4f2c-9ca2-cc69a30f6e2a,GOLD,191
502ea288-af7e-47d2-b433-3b18522de8a7,IRON,41
502fefb5-eef3-4549-9131-3e41838c83a1,GOLD,114
503509ba-2e13-4078-b390-49638dba0a4a,SILVER,194
5036b554-db5b-4fb2-bbd2-009277c882e8,GOLD,195
5037368b-3e84-4a41-85fc-43304dec27c1,SILVER,190
503748ba-f279-43ce-aeae-898f76ec6503,BRONZE,61
503bc23d-a13b-4409-bbe3-ff0fc63005ac,SILVER,183
50427354-0d3e-485a-88bd-404f6f1164ad,IRON,21
50450d20-e367-4363-8a4b-6f743ef2fdd8,BRONZE,115
50481ce0-7a0f-4947-9006-289c30aa5280,IRON,28
5054d772-cb37-4851-8d0f-36047cfe38db,BRONZE,68
50598f47-d857-4180-b036-97b1df7595c0,SILVER,124
505ccaaa-3590-4d6d-8ae3-74774c601831,IRON,46
5063c70c-d81d-463a-9e11-94b840c39931,IRON,43
506ebbcd-6b63-4515-8637-6fe0e17e0674,IRON,27
5077bc6b-9989-4b9c-a7ae-5f29a720f51d,BRONZE,141
5079f8a3-b431-4eaf-a227-cf48b948ad39,PLATINUM,204
507e3759-7e1d-4d19-9020-6f85b111f3c6,SILVER,186
507f1902-4c99-4c85-8ae5-20a293d0b834,PLATINUM,201
5083ff31-0a09-487a-8424-afd6f856b8e9,BRONZE,66
50848bfe-3466-4d07-9cab-0e3a6b24078d,GOLD,196
50975b1f-b49c-44ea-8fb9-020b7ae065c4,GOLD,203
5099a212-5799-48d6-8877-7666aa63cbc2,BRONZE,139
509b8712-3321-4416-b783-0d0ef75c9ad5,PLATINUM,198
509fc4b6-dd59-41f7-b70d-630e084bf000,SILVER,193
50b7b56a-7a41-4c79-93db-285f99d1c005,GOLD,131
50b844b1-cece-46fd-89c1-a944b694c564,SILVER,96
50b8d00d-b80f-44f1-b21a-adb58e72afe6,IRON,21
50bccd75-09fd-40e9-a652-e65ce1fd0bdb,BRONZE,45
50bd0a9a-b018-466e-9f53-b0a423dc0247,SILVER,96
50bdfdde-dd63-43b8-9265-673fe61009c3,GOLD,134
50be0b22-cb5b-458b-be45-3328e43846cc,SILVER,186
50be7645-91ce-4b87-bd5a-eedcea6bbaab,IRON,29
50c7b31b-6e79-47c8-bd5f-2b2c9e7ec677,BRONZE,148
50c9e4fe-5d12-4a0e-985a-2e42a26f711a,GOLD,197
50cb9c44-a6ca-4f54-894b-82fa7d3cc52e,SILVER,170
50cf100f-d7ec-44fe-af27-b3fe87c59519,GOLD,196
50d03ef9-d8b0-4280-9ef5-ad00613882bb,SILVER,184
50d6efc9-f8f9-4a70-b7ae-99fd5ceeeadd,IRON,79
50d7072d-8e1c-4580-b5f8-75a9110962e2,BRONZE,73
50dd6059-65a7-4de6-904a-9dc306001589,IRON,17
50e1f7ee-1968-40f4-acc7-61bcfa83f439,SILVER,180
50e2ce07-ea13-4ada-b30e-c4bd860f2278,BRONZE,128
50e455c4-1ad2-4a89-a3ad-f6a8adbc42fc,BRONZE,33
50e68fef-d19a-4d7a-accf-e3e131c3eb9e,BRONZE,112
50f174a9-c8d6-46eb-95c2-3ae0e251d1a4,IRON,50
50f30c2d-50a4-4110-9d5f-ca2dce12311c,BRONZE,49
50f3eab2-f7f1-40ac-ae49-db202a6e9751,GOLD,193
50f75dd3-cc69-4781-85de-e1d6821e40d9,BRONZE,61
50fca2aa-b8d1-480e-a9c9-1ef6fd188376,SILVER,186
510f448d-c154-493a-9be6-cb24d5c90a83,BRONZE,92
5117ee58-9f6c-4b3f-992b-383676b15b1f,IRON,53
511a4ca4-812d-4e13-a43e-b01e86399ce4,SILVER,185
511a80c6-1318-4f37-8514-ab603083f2cf,SILVER,97
511afc24-e859-4fdb-a67a-b6df26c1c555,PLATINUM,101
51277882-c838-409a-9f20-f0d1f9c86709,BRONZE,144
512cb646-c347-4165-bd3a-e3788ab66555,SILVER,181
512d0bbb-94c4-4311-8e0d-56da9ba87ca0,SILVER,178
512eee32-8145-4597-b46a-2e7134149b35,BRONZE,77
512fe6c7-83d6-4b97-b744-460cd4b9719f,GOLD,113
5131cc27-c14f-43f6-b18e-780067e50deb,PLATINUM,109
5138ffc3-0d3d-4809-a2cc-f240b9cf7712,GOLD,120
513e0a31-bbf2-4b2b-af6f-e76429cab799,SILVER,165
513fe6c7-9e5e-4a5e-8bc5-ecb72575e8ae,BRONZE,40
51446d5c-f238-4926-b157-ee0df36ff2e6,BRONZE,49
5154551d-7f74-4c53-a649-651b3205de57,BRONZE,67
515831e8-8d3c-430f-9b80-4f9f4f81d0fb,GOLD,109
515a9471-5daf-48cd-a522-837622d593ec,IRON,18
515ab6c8-7074-4868-b8e4-eda317590a09,SILVER,122
515ace1e-3890-4cf5-b549-b02fefd10987,SILVER,98
515f6d2f-b29f-4ce4-b708-23d51f50a1fa,BRONZE,143
5160f645-5ba6-4d9f-b5cc-b76ff6b1ac12,IRON,15
51640210-40eb-4d0f-8c86-41bfcb910d02,IRON,69
5164ac95-991d-4eb1-a396-be6373f5217b,SILVER,110
5173fd13-d8e7-4e8d-a412-486b485eeefe,BRONZE,47
5175dc9c-e997-46e9-ad6f-420a256d556d,IRON,100
5178ec91-e4da-458b-a999-0ad952fe8289,IRON,27
51792cc1-1a5c-49dc-8790-2e48cf62dee1,PLATINUM,199
517a3fdb-e433-4fb8-8526-5e4dd926f6c8,IRON,78
51822209-5f27-45fa-a6f6-5d494ede197f,BRONZE,78
51879f38-efe8-4a71-a85b-7e49b75bffd6,BRONZE,62
51889dbc-857e-4877-91ee-d314ec3e2914,BRONZE,131
5191428b-59fe-4858-bc1d-edb4272cb1a5,GOLD,200
519731a2-92d3-4348-87b8-279dfed4f380,BRONZE,78
51990286-d06a-4638-985f-8d86c0fb9054,BRONZE,128
519d8c23-78ec-491e-884c-02d5b881c818,BRONZE,140
519ef5f8-1317-437e-b3d0-d82d92e34f45,GOLD,198
51a32da8-619b-4d2a-bc74-1953325fb1f8,BRONZE,142
51a4b856-74c6-460f-ab5d-c8dde4dba7c9,SILVER,101
51a4e086-2139-4076-8990-a0bb649fd872,GOLD,113
51a6a7d6-a0ee-4357-a3b3-1d3dd38614d7,BRONZE,71
51a8cf86-dc23-4ae9-8fba-3e7cc7cd29cf,GOLD,200
51aa90ae-d0e5-43c2-b255-5ffd9dbc5140,BRONZE,133
51b51db2-2a6b-4882-94bf-03a1347722cc,BRONZE,73
51b88614-b0c4-44be-b222-02cc933971dd,GOLD,102
51baa0bf-3a90-4007-a5af-37852a3ee0ad,BRONZE,68
51beea6a-53d5-41e3-9668-af8db8d94046,IRON,39
51c01396-7196-431b-bc82-b9970ea745ed,PLATINUM,199
51c8381a-e1a1-46fb-9ab0-8e1470de06b2,IRON,24
51c9007d-5de9-46cf-b56c-32b7406198ea,GOLD,199
51c92533-f3a0-4b05-96f8-81ecf2afeaa7,IRON,30
51d2a122-be3c-449f-a83d-6ae3fd5d5f57,IRON,67
51d62285-420e-4e09-813a-22e518e15844,IRON,76
51d7197e-ab67-44d0-ad47-bab5882f355c,BRONZE,141
51d7f8a9-dc26-450b-840b-b677eb3b804f,GOLD,198
51e0a282-3ae7-4372-bb61-66327f3c2fcf,IRON,33
51e4bf72-4a1c-44dd-868b-bf3791903bac,SILVER,180
51e8f087-68de-4c1c-a9e6-5dd2e9b52a5c,SILVER,187
51ea0d3c-f1a2-4029-b162-cf3b75321223,SILVER,195
51ebbc16-d0a0-4068-b085-50f7281f6d97,BRONZE,70
51efc414-af5f-42c9-adeb-e43085aa19bc,GOLD,117
51f207fd-e015-435f-934a-00522d9d3c53,SILVER,183
51f438cb-321e-4792-81ff-c936bf329fd9,BRONZE,98
51fc32bd-31ab-4164-ace2-e1750d6bc391,BRONZE,63
51ffc131-14df-4933-a740-88f7a722d446,BRONZE,140
5202d094-91a1-426d-870e-ef32957adaad,SILVER,120
5204f8aa-8a91-4493-8b17-0fcbe24a2c0e,BRONZE,130
5207968a-ee2d-4cd8-aece-7ca87086dd99,GOLD,150
52158ef7-b601-434c-a511-324b8c087691,IRON,84
5220a109-cbde-4f6a-9688-5f54f387a334,IRON,28
52221146-5880-4e05-81b9-3ec68e08c092,SILVER,185
522764d7-6ae0-495f-b3c2-e480e7d78829,SILVER,182
5227942c-baee-4114-b681-c295a1a4f746,SILVER,101
5228be9f-d0f5-46ab-bb04-920a1c29c52d,BRONZE,65
523d26fc-e363-4077-ae70-0f34296eb830,GOLD,197
523ebee8-b843-4f64-bf1c-aafdd2c2573f,BRONZE,134
5247f699-8dc1-4c52-b4f8-cbf6e1b97b16,BRONZE,67
524cda21-146f-4551-ade5-dbd4fc9f6b2c,PLATINUM,198
524d09f7-c67a-44db-a510-9387efdd145c,SILVER,183
52500a84-4281-46ca-8cc4-21505e8f34d2,GOLD,200
52508ccf-9910-4fea-a254-35d159b0c5c1,GOLD,193
5254225f-d756-42be-928f-5fab70ee64e1,GOLD,197
5258f0a5-b634-4894-bab9-785b4c85c01c,SILVER,185
525a75a0-a036-4c1b-975e-edf6cd27dc37,DIAMOND,195
525d2774-6c05-4eec-a1fc-14442ca133f7,DIAMOND,239
5260d19a-2292-43be-9861-68e74cee5bed,BRONZE,61
526aca59-e5b9-44fc-ba60-935a1ef53ede,GOLD,197
526cecc5-369c-4629-878d-beea9cdcf517,IRON,15
526da3f1-c4e2-4c37-b57f-4187486a1520,BRONZE,158
526f1a5b-78d3-4170-825c-e82eb8ee8417,BRONZE,137
527096c1-9d81-426f-8145-9d560ebb4a62,BRONZE,56
527c5a43-51f5-4f99-a456-1c03a8f6c34d,GOLD,195
52832998-813d-4aea-9dc9-d6df13c4067d,BRONZE,55
5286ec0d-532f-44bd-a006-d6b526d6a848,BRONZE,85
528d2d5c-f69b-400a-b46f-f5bfe21f5625,SILVER,185
528d4e09-237d-44fd-a644-97ef2bc08fb3,PLATINUM,200
5291f2b6-6286-4236-a252-98af67f67cfc,BRONZE,73
52929e98-4d0c-4540-a308-bb3b1c5ac61b,SILVER,92
5297323b-7ed1-45d6-8bf7-285b2b1b3492,SILVER,94
529780a5-32d4-423a-8dab-08eeffa64bee,GOLD,110
52a141de-f515-401d-9095-2b547d9ae018,BRONZE,54
52a58e24-8f65-425f-9f4e-0d1b51a31083,BRONZE,128
52a672be-ec56-4efd-b4c1-16db166301e7,BRONZE,62
52ad3074-f7ad-4d7c-982d-bb3a80be3f16,BRONZE,67
52b0f918-90f3-4819-9c61-f92295b29a76,PLATINUM,129
52b23c13-cf03-47d3-b89e-ca3a750b9db1,BRONZE,137
52b39586-a928-45c8-a5ed-11a0fc5fa255,BRONZE,144
52bcc638-0bbd-4f1e-8d81-532a0189e982,GOLD,195
52bfdd37-7d03-4882-b361-a9f1a7255111,PLATINUM,110
52c5131e-131a-4279-93d4-5f235a6ce323,BRONZE,76
52ca5cac-975a-4056-9f21-2bf59f95abfe,BRONZE,70
52caa03c-d572-43cf-bd41-195fbbde2535,PLATINUM,117
52cb5278-a982-4a03-ab56-c7085474c730,BRONZE,146
52d0ebef-503e-4285-bf55-38854bbfeb54,PLATINUM,198
52d36b35-0d12-4640-ae9b-91d870a63dcc,IRON,11
52d7477f-343e-4900-a5e9-b29b8b40bb53,PLATINUM,198
52dcd7c5-1c97-47c8-8a84-ba4258816479,BRONZE,83
52ddda0b-3a29-4477-bd26-2f1a5eab4131,IRON,44
52e243c8-315c-4571-aeb8-c88b5e81f69e,BRONZE,111
52e43d24-f189-42b1-91e7-2dc9268adb6e,SILVER,103
52e6fedf-7ae0-4cba-aa25-007c434d5cf9,BRONZE,72
52e825e8-5f9c-41cc-8379-d8d9a22199ac,BRONZE,99
52e82f73-cad4-483a-90a9-86f54c618510,BRONZE,151
52e91ab6-b343-482a-ac9c-179e1c342c31,BRONZE,47
52eb6741-de62-412a-9dd6-7723343a898b,IRON,24
52ebbe67-19bf-44b5-934b-ab93400d74e4,BRONZE,129
52ee1dfd-3df0-4b28-9a65-5b753a9a1485,SILVER,186
52ee2d2c-05d0-4881-afc0-498a3cedbc87,SILVER,185
52f1cbc2-ced2-4ad8-bfc3-337d92d8fe66,SILVER,189
52fcb074-1ee0-4585-aeb8-e58559d87775,BRONZE,155
530aba34-72e0-4619-89aa-d7822a57b011,DIAMOND,100
530d8e6d-8360-4847-a16a-0a45a998e611,SILVER,188
530f719f-7e27-45c9-98e9-c5b5321c0b36,GOLD,165
531156fe-06d0-4a0f-9388-46d843a0f3d0,IRON,38
53121472-2ac0-463a-9c48-aa426f32c20b,BRONZE,47
5317388c-3cda-49bb-b72d-bdd9d9b1c4d4,BRONZE,152
53180234-5e84-486b-9dee-93c90f8a52cd,SILVER,186
531960de-4256-4833-8d31-64938e1d2b9e,IRON,64
53197b82-8fbc-48ce-8b21-b29476566efb,BRONZE,151
531a45dc-eed8-4a15-a3a8-dd21505066ec,BRONZE,68
531c23a2-2714-4f53-b915-09a9ea31d8e1,SILVER,179
531e3630-263a-4384-b86e-8ba0e093ca6f,GOLD,111
53239942-4d96-41a3-94b1-0977e93f6792,BRONZE,62
532729b5-89b3-40c5-aa12-ea5a02307908,GOLD,198
532bb4eb-c17b-4f5b-87ca-9defa8b974b5,SILVER,97
532e6b07-3303-40f9-809d-6b29af703c8e,GOLD,143
53310bbd-4001-4000-8af6-6faf889ba7b0,BRONZE,41
5332d2a9-5a65-4fa6-8f34-ee8ed995ee4d,GOLD,236
53385cd8-dd45-47c3-b94a-f0667b8b5411,IRON,29
533b29ff-4954-424b-a0d2-9a70753bf3ce,SILVER,187
533f621f-6f4b-4cd0-b740-6658bd31403f,SILVER,100
53496e0d-da1b-416a-ab63-c23939459b69,GOLD,146
5349785b-4b1e-40a1-abb4-8c1cbfe66b63,SILVER,95
534c46ee-0f72-4adf-9628-6b60e42c37b1,SILVER,187
53520364-673a-47e9-9a7b-333684a1d87c,SILVER,192
535469a4-bbdc-4332-b98b-f1e3e772e199,SILVER,96
5355dd8c-f4f1-412c-9c01-1afd5a25494d,BRONZE,105
53561572-c13e-447f-8e47-67e6ea350773,BRONZE,141
5358a0dd-1887-401e-ab6b-de9d0a36b48f,PLATINUM,200
535f15ea-a1bf-4eeb-a363-c2919975d054,IRON,86
5364cd37-4ec1-49e6-9577-d9435ba750c2,BRONZE,48
5367b3e4-044b-4aeb-9a2a-bb8d50c356b2,BRONZE,46
536ce2cf-6698-4611-8606-06eddc75affc,GOLD,195
536f7fb8-e5e7-44bf-8080-b4529e74b46d,BRONZE,79
5371e69e-38f5-4bbb-9ccc-c843dcb43e45,IRON,26
5373b9e7-98b6-4612-a32c-0bcba2e60d9a,BRONZE,57
537a315e-d6aa-4192-baa4-3340bfdf8b71,SILVER,180
537b94a0-b8eb-421a-b932-f5d88b684da3,BRONZE,68
537d5942-733a-4593-9b83-b1f28b899b81,BRONZE,69
5384c6a2-6022-4aca-84df-b5506dc6ab9f,SILVER,98
53a17821-ec20-4aec-af79-a64774fdd1d1,BRONZE,47
53a5cd39-aa95-4def-9310-9a7a6f2976cb,SILVER,113
53a80986-3933-484d-808a-590fba3d81dd,SILVER,190
53acee48-908b-45dd-be30-97f12c974b04,IRON,40
53b01ed3-5ca3-4ae4-ba7a-cfe98ef50836,IRON,22
53b1ed2b-e044-40e2-b09e-5280ad0abff4,GOLD,195
53b57e3d-f4b3-40d4-bfb8-caf0f47a39fe,GOLD,196
53b5dd33-78aa-439a-be5a-37a95a508480,IRON,90
53b66feb-eebd-4332-a0f6-9b0e1e217c59,BRONZE,81
53b718cd-4702-4263-bbd0-e8a786ad2216,BRONZE,71
53b82eb3-963d-41e4-825f-f565e6a512f0,SILVER,190
53b8d204-f971-4ce0-b6d8-1707c7896ea6,IRON,23
53bc6e19-d54d-469d-940c-98dd63477c56,SILVER,186
53cbff4d-f653-44e2-8cbe-07a69e603539,IRON,29
53cfff88-2374-4dee-bb9a-7fbce280a609,IRON,11
53d1f01c-4bfd-40d2-a2ab-7c981e23202d,IRON,26
53d4a28e-8a21-4dc6-9fcc-577dc6f10b5a,SILVER,126
53d94c7a-4a3e-4610-81f1-033ef94127b2,GOLD,237
53dbb52e-2916-4b6a-a5fc-c83991a77a1c,SILVER,98
53ddc606-45b0-4bc3-b7f9-646a0c82c9c1,DIAMOND,200
53df2c71-ad56-4ff8-85da-5240c26d1816,SILVER,191
53df9024-6dfe-4ef6-a208-3d1c3291c598,GOLD,154
53dfd69b-c768-44ba-a045-3d713c1cc6e1,IRON,13
53e035f9-565a-4fce-9683-0be176b237c6,IRON,23
53e221d6-ded8-42a5-9bb7-f1f50c995028,GOLD,193
53e353e9-cb5f-476d-886e-fa4435bee3b7,IRON,43
53e9a195-c4cc-4aa9-b4a8-386a961541af,BRONZE,150
53ef3f48-461c-4256-9104-6dcd6a5cf465,BRONZE,75
53f090ec-825c-4317-9d18-9d23f0477a22,IRON,20
53f0da1f-44a0-449b-b0d3-298691277575,GOLD,203
54076eee-e4c4-4f0d-b2c1-153ed21139a9,IRON,15
540779fc-ec55-49fb-9560-30c898cefea9,GOLD,193
540a9492-7b3d-4c5d-a193-dd50177c078e,IRON,54
540c8c27-aef1-4e23-99b4-af400cb26e4d,IRON,98
54126b7f-8e1a-42e2-bcaf-ce7ee7007704,BRONZE,71
54158df6-9e7c-4c68-a434-f1e9136928b8,BRONZE,48
54207b6f-6931-42d4-8d6a-d42128106423,BRONZE,139
